rna_name	rna_id	rna_type	InternalLoopLabel	loopEnergy	label5p	energy5p	label3p	energy3p
bpRNA_CRW_17027	17027	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17027	17027	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17027	17027	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_12222	12222	16S	I4	3.0	S18	-5.7	S19	-5.95
bpRNA_CRW_12222	12222	16S	I5	2.1	S20	-6.55	S21	-3.75
bpRNA_CRW_1299	1299	16S	I6	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_1299	1299	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_1299	1299	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1299	1299	16S	I18	0.8	S87	-10.95	S88	-3.3
bpRNA_CRW_4365	4365	16S	I2	1.3	S9	-0.22	S10	-10.75
bpRNA_CRW_4365	4365	16S	I6	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_4365	4365	16S	I15	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_4365	4365	16S	I17	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_4365	4365	16S	I18	0.8	S84	-15.25	S85	-3.3
bpRNA_CRW_8445	8445	16S	I5	3.0	S28	-6.6	S29	-8.05
bpRNA_CRW_8445	8445	16S	I6	2.1	S30	-7.8	S31	-8.65
bpRNA_CRW_8445	8445	16S	I17	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_55311	55311	23S	I5	5.1	S26	-8.8	S27	-6.15
bpRNA_CRW_55311	55311	23S	I6	3.0	S28	-14.8	S29	-4.6
bpRNA_CRW_55311	55311	23S	I7	0.5	S42	-5.95	S43	-3.7
bpRNA_CRW_55311	55311	23S	I18	0.7	S79	-2.75	S80	-6.7
bpRNA_CRW_55311	55311	23S	I23	2.3	S94	-12.0	S95	-3.3
bpRNA_CRW_55311	55311	23S	I24	0.5	S97	-3.3	S98	-5.05
bpRNA_CRW_55311	55311	23S	I27	2.8	S102	-11.65	S103	-1.95
bpRNA_CRW_55311	55311	23S	I32	2.5	S107	-2.35	S108	-6.9
bpRNA_CRW_55311	55311	23S	I35	3.8	S118	-6.9	S119	-14.05
bpRNA_CRW_55311	55311	23S	I36	1.9	S119	-14.05	S120	-2.7
bpRNA_CRW_55311	55311	23S	I42	3.0	S144	-5.25	S145	-3.3
bpRNA_CRW_55311	55311	23S	I44	7.1	S152	-8.9	S153	-6.7
bpRNA_CRW_55311	55311	23S	I46	2.3	S162	-1.95	S163	-7.55
bpRNA_CRW_55311	55311	23S	I48	2.3	S177	-3.3	S178	-12.25
bpRNA_CRW_55311	55311	23S	I52	1.4	S189	-6.6	S190	-8.1
bpRNA_CRW_5612	5612	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5612	5612	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5612	5612	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_9132	9132	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_9132	9132	16S	I8	2.1	S32	-4.45	S33	-3.75
bpRNA_CRW_9132	9132	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_9132	9132	16S	I24	0.9	S93	-2.97	S94	-5.35
bpRNA_CRW_13755	13755	16S	I1	2.1	S1	-6.25	S2	-5.65
bpRNA_CRW_13755	13755	16S	I10	2.9	S22	-11.0	S23	-4.35
bpRNA_CRW_54666	54666	Group II intron	I2	1.2	S4	-4.5	S5	-3.75
bpRNA_CRW_54666	54666	Group II intron	I8	6.4	S17	-10.65	S18	-2.2
bpRNA_CRW_3538	3538	16S	I4	3.7	S18	-5.05	S19	-8.05
bpRNA_CRW_3538	3538	16S	I14	0.2	S47	-2.05	S48	-7.5
bpRNA_CRW_3538	3538	16S	I16	3.0	S56	-17.8	S57	-1.75
bpRNA_CRW_3538	3538	16S	I17	0.8	S75	-10.85	S76	-3.3
bpRNA_CRW_10583	10583	16S	I3	1.7	S11	0.0	S12	-8.0
bpRNA_CRW_10583	10583	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_10583	10583	16S	I8	1.4	S32	-7.9	S33	-7.3
bpRNA_CRW_10583	10583	16S	I17	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_10583	10583	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_10583	10583	16S	I21	1.0	S77	-1.95	S78	-3.3
bpRNA_CRW_10583	10583	16S	I25	0.2	S94	-2.97	S95	-6.6
bpRNA_CRW_619	619	16S	I5	3.7	S27	-5.05	S28	-8.05
bpRNA_CRW_619	619	16S	I14	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_619	619	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_619	619	16S	I17	0.8	S83	-15.25	S84	-3.3
bpRNA_CRW_8868	8868	16S	I7	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_8868	8868	16S	I8	1.4	S30	-5.5	S31	-5.3
bpRNA_CRW_8868	8868	16S	I20	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_8868	8868	16S	I24	0.9	S91	-2.97	S92	-5.35
bpRNA_CRW_54704	54704	16S	I1	3.7	S8	-1.55	S9	-4.2
bpRNA_CRW_54704	54704	16S	I5	3.0	S29	-5.85	S30	-2.5
bpRNA_CRW_13637	13637	16S	I2	2.6	S5	-0.4	S6	-7.45
bpRNA_CRW_13637	13637	16S	I6	3.0	S24	-5.7	S25	-5.95
bpRNA_CRW_13637	13637	16S	I7	1.4	S26	-7.9	S27	-7.3
bpRNA_CRW_13637	13637	16S	I16	2.9	S47	-12.5	S48	-4.35
bpRNA_CRW_13637	13637	16S	I19	3.0	S61	-17.8	S62	-1.75
bpRNA_CRW_13637	13637	16S	I20	1.0	S71	-1.95	S72	-3.3
bpRNA_CRW_13637	13637	16S	I24	0.2	S88	-2.97	S89	-6.6
bpRNA_CRW_5770	5770	16S	I5	3.7	S25	-5.25	S26	-8.05
bpRNA_CRW_5770	5770	16S	I6	2.8	S27	-6.55	S28	-5.85
bpRNA_CRW_5770	5770	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_5770	5770	16S	I20	0.9	S91	-2.97	S92	-5.35
bpRNA_CRW_9050	9050	16S	I7	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_9050	9050	16S	I8	2.1	S32	-6.25	S33	-5.65
bpRNA_CRW_9050	9050	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_9050	9050	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_5489	5489	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_5489	5489	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_5489	5489	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_5489	5489	16S	I28	2.5	S103	-7.15	S104	-3.3
bpRNA_CRW_482	482	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_482	482	16S	I14	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_482	482	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_482	482	16S	I17	0.8	S84	-10.85	S85	-3.3
bpRNA_CRW_10718	10718	16S	I2	2.9	S2	-12.5	S3	-4.35
bpRNA_CRW_10718	10718	16S	I3	0.2	S7	-2.05	S8	-7.5
bpRNA_CRW_10718	10718	16S	I5	3.0	S16	-17.8	S17	-1.75
bpRNA_CRW_14393	14393	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14393	14393	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14393	14393	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14393	14393	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_14393	14393	16S	I28	-0.8	S99	-6.7	S100	-7.6
bpRNA_CRW_7328	7328	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7328	7328	16S	I6	2.8	S29	-6.55	S30	-8.35
bpRNA_CRW_11196	11196	16S	I5	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_11196	11196	16S	I6	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_11196	11196	16S	I15	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_11196	11196	16S	I16	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_11196	11196	16S	I18	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_55273	55273	23S	I3	1.5	S18	-6.6	S19	-1.95
bpRNA_CRW_55273	55273	23S	I6	2.4	S26	-7.6	S27	-5.05
bpRNA_CRW_55273	55273	23S	I8	0.8	S46	-3.95	S47	-8.1
bpRNA_CRW_55273	55273	23S	I24	3.0	S97	-14.1	S98	-1.65
bpRNA_CRW_55273	55273	23S	I25	0.5	S100	-3.3	S101	-4.0
bpRNA_CRW_55273	55273	23S	I34	3.5	S114	-3.7	S115	-8.65
bpRNA_CRW_55273	55273	23S	I35	4.5	S120	-6.9	S121	-14.6
bpRNA_CRW_55273	55273	23S	I36	1.9	S121	-14.6	S122	-2.7
bpRNA_CRW_55273	55273	23S	I42	3.0	S148	-4.05	S149	-3.3
bpRNA_CRW_55273	55273	23S	I46	3.0	S165	0.0	S166	-9.85
bpRNA_CRW_55273	55273	23S	I48	3.0	S180	-3.3	S181	-10.6
bpRNA_CRW_55273	55273	23S	I52	0.7	S192	-4.95	S193	-8.85
bpRNA_CRW_4207	4207	16S	I14	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_4207	4207	16S	I18	0.8	S83	-10.95	S84	-3.3
bpRNA_CRW_4207	4207	16S	I21	0.5	S89	-2.97	S90	-5.05
bpRNA_CRW_12340	12340	16S	I7	3.0	S29	-5.7	S30	-7.95
bpRNA_CRW_12340	12340	16S	I8	2.1	S31	-6.55	S32	-3.75
bpRNA_CRW_17145	17145	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17145	17145	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17145	17145	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_1002	1002	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1002	1002	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_1002	1002	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_1002	1002	16S	I17	0.8	S85	-15.25	S86	-3.3
bpRNA_CRW_3877	3877	16S	I6	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_3877	3877	16S	I16	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_3877	3877	16S	I18	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_3877	3877	16S	I22	1.0	S92	-2.97	S93	-5.35
bpRNA_CRW_10959	10959	16S	I4	3.0	S20	-5.7	S21	-5.95
bpRNA_CRW_10959	10959	16S	I5	2.1	S22	-6.25	S23	-5.65
bpRNA_CRW_1197	1197	16S	I16	0.2	S54	-2.05	S55	-7.5
bpRNA_CRW_1197	1197	16S	I21	0.9	S85	-2.97	S86	-5.05
bpRNA_CRW_17329	17329	16S	I6	3.7	S31	-5.05	S32	-7.95
bpRNA_CRW_17329	17329	16S	I7	1.4	S33	-7.9	S34	-7.3
bpRNA_CRW_17329	17329	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_17329	17329	16S	I17	3.0	S68	-15.7	S69	-1.75
bpRNA_CRW_17329	17329	16S	I22	0.9	S96	-2.97	S97	-3.6
bpRNA_CRW_17329	17329	16S	I30	2.5	S109	-0.85	S110	-3.3
bpRNA_CRW_4392	4392	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_4392	4392	16S	I14	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_4392	4392	16S	I16	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_4392	4392	16S	I17	0.8	S86	-10.85	S87	-3.3
bpRNA_CRW_5931	5931	16S	I3	3.7	S14	-5.25	S15	-8.05
bpRNA_CRW_5931	5931	16S	I4	2.8	S16	-6.55	S17	-5.85
bpRNA_CRW_13876	13876	16S	I1	3.0	S2	-1.97	S3	-5.95
bpRNA_CRW_13876	13876	16S	I2	2.1	S4	-6.55	S5	-3.75
bpRNA_CRW_13876	13876	16S	I11	2.9	S25	-12.5	S26	-4.35
bpRNA_CRW_13876	13876	16S	I12	0.2	S30	-2.05	S31	-7.5
bpRNA_CRW_11003	11003	16S	I6	3.0	S25	-5.7	S26	-8.05
bpRNA_CRW_11003	11003	16S	I7	2.1	S27	-6.25	S28	-5.3
bpRNA_CRW_54945	54945	16S	I2	2.1	S11	-0.22	S12	-8.65
bpRNA_CRW_54945	54945	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_54945	54945	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_54945	54945	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_54945	54945	16S	I18	0.8	S86	-15.25	S87	-3.3
bpRNA_CRW_7144	7144	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_7144	7144	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_7144	7144	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_2341	2341	16S	I2	3.7	S10	-5.05	S11	-8.05
bpRNA_CRW_2341	2341	16S	I11	0.2	S38	-2.05	S39	-7.5
bpRNA_CRW_2341	2341	16S	I13	3.0	S47	-17.8	S48	-1.75
bpRNA_CRW_2341	2341	16S	I14	0.8	S66	-10.85	S67	-3.3
bpRNA_CRW_14206	14206	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14206	14206	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14206	14206	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14206	14206	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_20153	20153	16S	I5	3.0	S29	-5.7	S30	-5.85
bpRNA_CRW_20153	20153	16S	I6	2.1	S31	-5.5	S32	-2.77
bpRNA_CRW_20153	20153	16S	I17	3.0	S67	-11.5	S68	-1.75
bpRNA_CRW_20153	20153	16S	I19	1.9	S86	-8.9	S87	-3.3
bpRNA_CRW_6433	6433	16S	I1	1.2	S2	-7.9	S3	-10.1
bpRNA_CRW_6433	6433	16S	I6	3.0	S28	-5.8	S29	-8.05
bpRNA_CRW_6433	6433	16S	I7	2.8	S30	-3.95	S31	-3.85
bpRNA_CRW_15488	15488	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_15488	15488	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_15488	15488	16S	I17	2.9	S51	-11.0	S52	-4.35
bpRNA_CRW_10574	10574	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_10574	10574	16S	I8	1.4	S32	-7.9	S33	-7.3
bpRNA_CRW_10574	10574	16S	I17	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_10574	10574	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_10574	10574	16S	I21	1.0	S77	-1.95	S78	-3.3
bpRNA_CRW_10574	10574	16S	I25	0.2	S94	-2.97	S95	-6.6
bpRNA_CRW_517	517	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_517	517	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_517	517	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_517	517	16S	I17	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_3636	3636	16S	I2	2.1	S11	-0.22	S12	-8.65
bpRNA_CRW_3636	3636	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3636	3636	16S	I15	0.2	S58	-2.05	S59	-2.1
bpRNA_CRW_3636	3636	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_3636	3636	16S	I18	0.8	S87	-10.85	S88	-3.3
bpRNA_CRW_3636	3636	16S	I21	0.2	S93	-2.97	S94	-6.7
bpRNA_CRW_54568	54568	Group I intron	I4	2.2	S20	-7.15	S21	-2.97
bpRNA_CRW_54691	54691	16S	I5	-0.2	S16	-11.2	S17	-4.95
bpRNA_CRW_54691	54691	16S	I6	3.3	S18	-3.7	S19	-7.3
bpRNA_CRW_54691	54691	16S	I7	5.8	S19	-7.3	S20	-11.5
bpRNA_CRW_54691	54691	16S	I9	4.4	S33	-5.5	S34	-5.7
bpRNA_CRW_54691	54691	16S	I10	1.1	S36	-12.5	S37	-4.5
bpRNA_CRW_54691	54691	16S	I19	1.3	S64	-2.97	S65	-15.85
bpRNA_CRW_54691	54691	16S	I23	3.0	S92	-12.05	S93	-4.3
bpRNA_CRW_3754	3754	16S	I16	3.0	S64	-12.5	S65	-1.75
bpRNA_CRW_3754	3754	16S	I17	0.8	S84	-11.85	S85	-3.3
bpRNA_CRW_475	475	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_475	475	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_475	475	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_475	475	16S	I17	0.8	S85	-13.75	S86	-3.3
bpRNA_CRW_10416	10416	16S	I8	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_10416	10416	16S	I9	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_10416	10416	16S	I18	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_10416	10416	16S	I19	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_10416	10416	16S	I21	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_6551	6551	16S	I5	3.7	S28	-5.25	S29	-7.95
bpRNA_CRW_6551	6551	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_6551	6551	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_6551	6551	16S	I28	2.5	S104	-7.15	S105	-3.3
bpRNA_CRW_5787	5787	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_5787	5787	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_5787	5787	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_13539	13539	16S	I6	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_13539	13539	16S	I7	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_13539	13539	16S	I16	2.9	S52	-12.5	S53	-4.35
bpRNA_CRW_13539	13539	16S	I19	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_55284	55284	23S	I3	1.5	S17	-11.1	S18	-1.95
bpRNA_CRW_55284	55284	23S	I8	1.0	S42	-5.95	S43	-2.97
bpRNA_CRW_55284	55284	23S	I19	0.7	S78	-4.95	S79	-6.7
bpRNA_CRW_55284	55284	23S	I24	3.0	S93	-11.3	S94	-1.65
bpRNA_CRW_55284	55284	23S	I25	0.5	S96	-3.3	S97	-4.6
bpRNA_CRW_55284	55284	23S	I32	1.8	S105	-6.7	S106	-11.55
bpRNA_CRW_55284	55284	23S	I35	2.2	S113	-4.45	S114	-3.35
bpRNA_CRW_55284	55284	23S	I36	4.5	S117	-6.9	S118	-11.55
bpRNA_CRW_55284	55284	23S	I37	1.9	S118	-11.55	S119	-2.7
bpRNA_CRW_55284	55284	23S	I44	3.0	S145	-4.05	S146	-3.3
bpRNA_CRW_55284	55284	23S	I48	2.3	S163	-1.95	S164	-8.95
bpRNA_CRW_55284	55284	23S	I50	2.3	S178	-3.3	S179	-12.25
bpRNA_CRW_858	858	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_858	858	16S	I14	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_858	858	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_858	858	16S	I17	0.8	S84	-10.85	S85	-3.3
bpRNA_CRW_4109	4109	16S	I9	0.2	S31	-2.05	S32	-7.5
bpRNA_CRW_4109	4109	16S	I11	0.8	S40	-13.85	S41	-3.3
bpRNA_CRW_4109	4109	16S	I14	1.0	S46	-2.97	S47	-5.35
bpRNA_CRW_8629	8629	16S	I3	2.6	S9	-0.4	S10	-7.45
bpRNA_CRW_8629	8629	16S	I7	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_8629	8629	16S	I8	1.4	S30	-7.9	S31	-7.3
bpRNA_CRW_8629	8629	16S	I17	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_8629	8629	16S	I20	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_8629	8629	16S	I21	1.0	S75	-1.95	S76	-3.3
bpRNA_CRW_8629	8629	16S	I25	0.2	S92	-2.97	S93	-6.6
bpRNA_CRW_3880	3880	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_3880	3880	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_3880	3880	16S	I17	0.8	S86	-11.85	S87	-3.3
bpRNA_CRW_14364	14364	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_14364	14364	16S	I8	2.1	S32	-6.25	S33	-5.3
bpRNA_CRW_14364	14364	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_14364	14364	16S	I20	3.0	S67	-15.7	S68	-1.75
bpRNA_CRW_11298	11298	16S	I5	3.7	S23	-4.95	S24	-5.95
bpRNA_CRW_11298	11298	16S	I6	2.1	S25	-6.55	S26	-5.65
bpRNA_CRW_11298	11298	16S	I16	0.2	S51	-2.05	S52	-7.5
bpRNA_CRW_2223	2223	16S	I6	3.7	S32	-5.05	S33	-8.05
bpRNA_CRW_2223	2223	16S	I18	3.0	S70	-17.8	S71	-1.75
bpRNA_CRW_2223	2223	16S	I19	0.8	S89	-10.85	S90	-3.3
bpRNA_CRW_7026	7026	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7026	7026	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_7026	7026	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_11161	11161	16S	I5	3.0	S25	-5.7	S26	-5.95
bpRNA_CRW_11161	11161	16S	I6	2.1	S27	-6.25	S28	-3.75
bpRNA_CRW_11161	11161	16S	I18	3.0	S62	-17.8	S63	-1.75
bpRNA_CRW_54827	54827	16S	I5	3.7	S32	-5.25	S33	-8.05
bpRNA_CRW_54827	54827	16S	I6	2.1	S34	-7.6	S35	-5.85
bpRNA_CRW_54827	54827	16S	I18	3.0	S69	-15.7	S70	-1.75
bpRNA_CRW_54827	54827	16S	I21	1.8	S94	-6.6	S95	-2.97
bpRNA_CRW_54827	54827	16S	I28	2.5	S105	-8.35	S106	-3.3
bpRNA_CRW_13914	13914	16S	I1	2.1	S1	-6.25	S2	-3.75
bpRNA_CRW_5853	5853	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5853	5853	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5853	5853	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_13404	13404	16S	I5	2.9	S13	-11.0	S14	-4.35
bpRNA_CRW_9263	9263	16S	I7	3.0	S29	-5.7	S30	-7.95
bpRNA_CRW_9263	9263	16S	I8	2.1	S31	-6.55	S32	-3.75
bpRNA_CRW_9263	9263	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_5543	5543	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_5543	5543	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_54537	54537	16S	I8	3.0	S30	-5.5	S31	-7.85
bpRNA_CRW_54537	54537	16S	I9	1.1	S33	-12.5	S34	-4.5
bpRNA_CRW_54537	54537	16S	I15	1.3	S60	-2.97	S61	-13.45
bpRNA_CRW_54537	54537	16S	I17	1.8	S86	-3.85	S87	-4.75
bpRNA_CRW_548	548	16S	I4	3.7	S24	-5.05	S25	-8.05
bpRNA_CRW_548	548	16S	I13	0.2	S52	-2.05	S53	-7.5
bpRNA_CRW_548	548	16S	I15	3.0	S61	-17.8	S62	-1.75
bpRNA_CRW_548	548	16S	I16	0.8	S80	-15.25	S81	-3.3
bpRNA_CRW_6795	6795	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_6795	6795	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_6795	6795	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_3669	3669	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_3590	3590	16S	I1	3.7	S7	-5.05	S8	-8.05
bpRNA_CRW_3590	3590	16S	I11	0.2	S36	-2.05	S37	-7.5
bpRNA_CRW_14259	14259	16S	I7	3.0	S30	-5.7	S31	-8.05
bpRNA_CRW_14259	14259	16S	I8	2.1	S32	-6.25	S33	-5.3
bpRNA_CRW_14259	14259	16S	I17	2.9	S53	-11.0	S54	-4.35
bpRNA_CRW_14259	14259	16S	I20	3.0	S67	-15.7	S68	-1.75
bpRNA_CRW_14259	14259	16S	I27	-0.8	S99	-3.4	S100	-7.6
bpRNA_CRW_13829	13829	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_13829	13829	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_13829	13829	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_13829	13829	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_965	965	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_965	965	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_965	965	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_965	965	16S	I17	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_17376	17376	16S	I2	3.0	S9	-15.7	S10	-1.75
bpRNA_CRW_17376	17376	16S	I7	0.5	S36	-2.97	S37	-3.4
bpRNA_CRW_1231	1231	16S	I5	3.7	S19	-5.05	S20	-8.05
bpRNA_CRW_1231	1231	16S	I6	2.1	S21	-7.8	S22	-5.85
bpRNA_CRW_1231	1231	16S	I15	0.2	S48	-2.05	S49	-7.5
bpRNA_CRW_8714	8714	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_8714	8714	16S	I8	1.4	S31	-5.5	S32	-5.3
bpRNA_CRW_8714	8714	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_8714	8714	16S	I24	0.9	S92	-2.97	S93	-5.35
bpRNA_CRW_4034	4034	16S	I4	0.8	S16	-11.35	S17	-3.3
bpRNA_CRW_4034	4034	16S	I7	1.0	S22	-2.97	S23	-5.35
bpRNA_CRW_12173	12173	16S	I5	3.0	S20	-5.7	S21	-8.05
bpRNA_CRW_12173	12173	16S	I6	2.1	S22	-6.25	S23	-5.3
bpRNA_CRW_12173	12173	16S	I15	2.9	S43	-11.0	S44	-4.35
bpRNA_CRW_10906	10906	16S	I4	3.0	S19	-5.7	S20	-8.05
bpRNA_CRW_10906	10906	16S	I5	2.1	S21	-6.25	S22	-5.3
bpRNA_CRW_10906	10906	16S	I14	2.9	S42	-11.0	S43	-4.35
bpRNA_CRW_55040	55040	16S	I5	3.6	S18	-5.45	S19	-7.6
bpRNA_CRW_55040	55040	16S	I7	3.0	S30	-5.5	S31	-10.05
bpRNA_CRW_55040	55040	16S	I8	2.4	S38	-7.5	S39	-2.97
bpRNA_CRW_55040	55040	16S	I11	3.0	S46	-7.6	S47	-1.65
bpRNA_CRW_55040	55040	16S	I14	0.6	S52	-1.65	S53	-16.2
