rna_id	rna_type	rna_subtype
90330	crcB RNA	crcB
90331	crcB RNA	crcB
90336	crcB RNA	crcB
90337	crcB RNA	crcB
90334	crcB RNA	crcB
90335	crcB RNA	crcB
61725	Spliceosomal RNA	U4
51923	tRNA	tRNA
61727	Spliceosomal RNA	U4
61726	Spliceosomal RNA	U4
27785	tRNA	tRNA
27784	tRNA	tRNA
61723	Spliceosomal RNA	U4
10634	16S	16S
61722	Spliceosomal RNA	U4
24807	tRNA	tRNA
21589	tRNA	tRNA
21588	tRNA	tRNA
21585	tRNA	tRNA
21584	tRNA	tRNA
21587	tRNA	tRNA
21586	tRNA	tRNA
21581	tRNA	tRNA
21580	tRNA	tRNA
21583	tRNA	tRNA
21582	tRNA	tRNA
24806	tRNA	tRNA
68409	SL2 RNA	SL2
68408	SL2 RNA	SL2
68407	SL2 RNA	SL2
68406	SL2 RNA	SL2
68405	SL2 RNA	SL2
68404	SL2 RNA	SL2
68403	SL2 RNA	SL2
68402	SL2 RNA	SL2
68401	SL2 RNA	SL2
68400	SL2 RNA	SL2
48188	tRNA	tRNA
48189	tRNA	tRNA
13384	16S	16S
13385	16S	16S
13382	16S	16S
13383	16S	16S
13380	16S	16S
13381	16S	16S
48180	tRNA	tRNA
48181	tRNA	tRNA
48182	tRNA	tRNA
48183	tRNA	tRNA
48184	tRNA	tRNA
48185	tRNA	tRNA
48186	tRNA	tRNA
48187	tRNA	tRNA
76840	ncRNA Repressor of NFAT (nuclear factor of activated T cells)	NRON
2938	16S	16S
2939	16S	16S
2936	16S	16S
2937	16S	16S
2934	16S	16S
2935	16S	16S
2932	16S	16S
2933	16S	16S
2930	16S	16S
2931	16S	16S
10631	16S	16S
17111	16S	16S
79119	miRNA	mir-208
79118	miRNA	mir-208
79117	miRNA	mir-208
79116	miRNA	mir-208
79115	miRNA	mir-208
79114	miRNA	mir-208
79113	miRNA	mir-208
79112	miRNA	mir-208
79111	miRNA	mir-208
79110	miRNA	mir-208
87778	Downstream peptide RNA	Downstream-peptide
51929	tRNA	tRNA
62067	Spliceosomal RNA	U5
62066	Spliceosomal RNA	U5
62065	Spliceosomal RNA	U5
54159	tRNA	tRNA
62063	Spliceosomal RNA	U5
62062	Spliceosomal RNA	U5
62061	Spliceosomal RNA	U5
62060	Spliceosomal RNA	U5
54152	tRNA	tRNA
54153	tRNA	tRNA
54150	tRNA	tRNA
54151	tRNA	tRNA
54156	tRNA	tRNA
54157	tRNA	tRNA
54154	tRNA	tRNA
54155	tRNA	tRNA
94529	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
94528	Mitochondrial DNA control region secondary structure A	mtDNA_ssA
20238	16S	16S
20239	16S	16S
20234	16S	16S
20235	16S	16S
20236	16S	16S
20237	16S	16S
20230	16S	16S
20231	16S	16S
20232	16S	16S
20233	16S	16S
29787	tRNA	tRNA
29786	tRNA	tRNA
29785	tRNA	tRNA
29784	tRNA	tRNA
29783	tRNA	tRNA
29782	tRNA	tRNA
29781	tRNA	tRNA
29780	tRNA	tRNA
29789	tRNA	tRNA
29788	tRNA	tRNA
23521	tRNA	tRNA
23520	tRNA	tRNA
23523	tRNA	tRNA
23522	tRNA	tRNA
23525	tRNA	tRNA
23524	tRNA	tRNA
23527	tRNA	tRNA
23526	tRNA	tRNA
23529	tRNA	tRNA
23528	tRNA	tRNA
69724	snoRNA	snoR64
59058	5S	5S
59059	5S	5S
59054	5S	5S
59055	5S	5S
59056	5S	5S
59057	5S	5S
59050	5S	5S
59051	5S	5S
59052	5S	5S
59053	5S	5S
101118	SSRC34	SSRC34
74608	Viral RNA	Flavivirus_DB
74609	Viral RNA	Flavivirus_DB
74600	Viral RNA	Flavivirus_DB
74601	Viral RNA	Flavivirus_DB
74602	Viral RNA	Flavivirus_DB
74603	Viral RNA	Flavivirus_DB
74604	Viral RNA	Flavivirus_DB
74605	Viral RNA	Flavivirus_DB
74606	Viral RNA	Flavivirus_DB
74607	Viral RNA	Flavivirus_DB
12815	16S	16S
12814	16S	16S
12817	16S	16S
12816	16S	16S
12811	16S	16S
12810	16S	16S
27189	tRNA	tRNA
27188	tRNA	tRNA
27187	tRNA	tRNA
27186	tRNA	tRNA
27185	tRNA	tRNA
27258	tRNA	tRNA
27183	tRNA	tRNA
27182	tRNA	tRNA
27181	tRNA	tRNA
27180	tRNA	tRNA
65918	snoRNA	SNORA72
65919	snoRNA	SNORA72
35779	tRNA	tRNA
35778	tRNA	tRNA
35777	tRNA	tRNA
35776	tRNA	tRNA
35775	tRNA	tRNA
35774	tRNA	tRNA
35773	tRNA	tRNA
35772	tRNA	tRNA
35771	tRNA	tRNA
35770	tRNA	tRNA
55609	tmRNA	tmRNA
55608	tmRNA	tmRNA
32208	tRNA	tRNA
32209	tRNA	tRNA
32206	tRNA	tRNA
32207	tRNA	tRNA
32204	tRNA	tRNA
32205	tRNA	tRNA
32202	tRNA	tRNA
32203	tRNA	tRNA
32200	tRNA	tRNA
32201	tRNA	tRNA
22690	tRNA	tRNA
22691	tRNA	tRNA
22692	tRNA	tRNA
22693	tRNA	tRNA
22694	tRNA	tRNA
22695	tRNA	tRNA
22696	tRNA	tRNA
22697	tRNA	tRNA
22698	tRNA	tRNA
22699	tRNA	tRNA
65910	snoRNA	SNORA72
25845	tRNA	tRNA
56558	snoRNA	srpRNA
56559	snoRNA	srpRNA
65911	snoRNA	SNORA72
56550	snoRNA	srpRNA
56551	snoRNA	srpRNA
56552	snoRNA	srpRNA
56553	snoRNA	srpRNA
56554	snoRNA	srpRNA
56555	snoRNA	srpRNA
56556	snoRNA	srpRNA
56557	snoRNA	srpRNA
27778	tRNA	tRNA
75559	snoRNA	SNORA53
75558	snoRNA	SNORA53
75553	snoRNA	SNORA53
75552	snoRNA	SNORA49
75551	snoRNA	SNORA49
75550	snoRNA	SNORA49
75557	snoRNA	SNORA53
75556	snoRNA	SNORA53
75555	snoRNA	SNORA53
75554	snoRNA	SNORA53
21558	tRNA	tRNA
92903	cspA thermoregulator	cspA
3760	16S	16S
3761	16S	16S
21918	tRNA	tRNA
21919	tRNA	tRNA
3764	16S	16S
3765	16S	16S
3766	16S	16S
3767	16S	16S
21912	tRNA	tRNA
21913	tRNA	tRNA
21910	tRNA	tRNA
21911	tRNA	tRNA
21916	tRNA	tRNA
21917	tRNA	tRNA
21914	tRNA	tRNA
21915	tRNA	tRNA
92902	cspA thermoregulator	cspA
101044	ToxI antitoxin	ToxI
99872	Bacterial sRNA	csRNA
55955	tmRNA	tmRNA
99870	Bacterial sRNA	csRNA
99871	Bacterial sRNA	csRNA
99876	Bacterial sRNA	csRNA
99877	Bacterial sRNA	csRNA
99874	Bacterial sRNA	csRNA
55954	tmRNA	tmRNA
99878	Bacterial sRNA	csRNA
99879	Bacterial sRNA	csRNA
55957	tmRNA	tmRNA
51539	tRNA	tRNA
55956	tmRNA	tmRNA
57603	tRNA	tRNA
57602	tRNA	tRNA
57601	tRNA	tRNA
57600	tRNA	tRNA
57607	tRNA	tRNA
57606	tRNA	tRNA
57605	tRNA	tRNA
57604	tRNA	tRNA
52125	tRNA	tRNA
52124	tRNA	tRNA
52127	tRNA	tRNA
52126	tRNA	tRNA
52121	tRNA	tRNA
52120	tRNA	tRNA
52123	tRNA	tRNA
52122	tRNA	tRNA
55952	tmRNA	tmRNA
52129	tRNA	tRNA
52128	tRNA	tRNA
51538	tRNA	tRNA
60037	tRNA	tRNA
60034	tRNA	tRNA
60035	tRNA	tRNA
60032	tRNA	tRNA
60033	tRNA	tRNA
60030	tRNA	tRNA
60031	tRNA	tRNA
80321	miRNA	mir-875
60038	tRNA	tRNA
60039	tRNA	tRNA
53830	tRNA	tRNA
53831	tRNA	tRNA
53832	tRNA	tRNA
53833	tRNA	tRNA
53834	tRNA	tRNA
53835	tRNA	tRNA
53836	tRNA	tRNA
53837	tRNA	tRNA
53838	tRNA	tRNA
53839	tRNA	tRNA
36455	tRNA	tRNA
36454	tRNA	tRNA
36453	tRNA	tRNA
36452	tRNA	tRNA
36451	tRNA	tRNA
36450	tRNA	tRNA
33431	tRNA	tRNA
33436	tRNA	tRNA
33437	tRNA	tRNA
33434	tRNA	tRNA
96324	Group II intron	group-II-D1D4-3
58810	5S	5S
18415	5S	5S
20777	tRNA	tRNA
18414	5S	5S
96323	Group II intron	group-II-D1D4-3
72738	ykkC-yxkD leader	ykkC-yxkD
72739	ykkC-yxkD leader	ykkC-yxkD
18411	5S	5S
18410	5S	5S
21553	tRNA	tRNA
76291	snoRNA	SNORD100
101116	SSRC34	SSRC34
72730	ykkC-yxkD leader	ykkC-yxkD
21550	tRNA	tRNA
72731	ykkC-yxkD leader	ykkC-yxkD
101117	SSRC34	SSRC34
37328	tRNA	tRNA
37329	tRNA	tRNA
37326	tRNA	tRNA
37327	tRNA	tRNA
37324	tRNA	tRNA
37325	tRNA	tRNA
37322	tRNA	tRNA
37323	tRNA	tRNA
37320	tRNA	tRNA
37321	tRNA	tRNA
65883	snoRNA	SNORD81
15099	16S	16S
15090	16S	16S
15091	16S	16S
15092	16S	16S
15093	16S	16S
15094	16S	16S
15095	16S	16S
15096	16S	16S
15097	16S	16S
93279	Ribosomal RNA	htlv_FSE
21556	tRNA	tRNA
97774	IMES-2 RNA motif	IMES-2
9017	16S	16S
21557	tRNA	tRNA
67356	Riboswitch	Cobalamin
67357	Riboswitch	Cobalamin
67354	Riboswitch	Cobalamin
67355	Riboswitch	Cobalamin
67352	Riboswitch	Cobalamin
67353	Riboswitch	Cobalamin
67350	Riboswitch	Cobalamin
67351	Riboswitch	Cobalamin
67358	Riboswitch	Cobalamin
67359	Riboswitch	Cobalamin
21554	tRNA	tRNA
65886	snoRNA	SNORD81
54241	tRNA	tRNA
13542	16S	16S
39869	tRNA	tRNA
57554	tRNA	tRNA
13543	16S	16S
39865	tRNA	tRNA
24025	tRNA	tRNA
54841	16S	16S
39864	tRNA	tRNA
24024	tRNA	tRNA
24027	tRNA	tRNA
24026	tRNA	tRNA
24021	tRNA	tRNA
24020	tRNA	tRNA
24023	tRNA	tRNA
101279	snoRNA	LSU_rRNA_archaea
24022	tRNA	tRNA
87775	Downstream peptide RNA	Downstream-peptide
91278	glnA RNA	glnA
91279	glnA RNA	glnA
54244	tRNA	tRNA
91274	glnA RNA	glnA
91275	glnA RNA	glnA
91276	glnA RNA	glnA
91277	glnA RNA	glnA
91270	glnA RNA	glnA
91271	glnA RNA	glnA
91272	glnA RNA	glnA
91273	glnA RNA	glnA
101767	Viral RNA	HIV-1 Trans Activating Region RNA
101766	RNA Fragment	5'-R(*CP*CP*AP*GP*AP*(OMC)P*UP*(OMG)P*AP*AP*GP*AP*UP*(5MC)P*UP*GP*G)-3'
101765	RNA Fragment	5'-R(*CP*CP*AP*GP*AP*(OMC)P*UP*(OMG)P*AP*AP*(1MG)P*AP*UP*(5MC)P*UP*GP*G)-3'
101764	PHENYLALANINE TRANSFER RNA	PHENYLALANINE TRANSFER RNA
101763	Ribozyme	LEAD-DEPENDENT RIBOZYME
54245	tRNA	tRNA
101761	RNA Fragment	RNA pseudoknot
101760	RNA Fragment	RNA pseudoknot
12385	16S	16S
101769	RNA Fragment	RNA (25-MER): THE COMPLEMENTARY RNA PROMOTER OF INFLUENZA A VIRUS
101768	modified HIV-1 packaging signal stem-loop 1 RNA	modified HIV-1 packaging signal stem-loop 1 RNA
87969	Downstream peptide RNA	Downstream-peptide
87968	Downstream peptide RNA	Downstream-peptide
87963	Downstream peptide RNA	Downstream-peptide
87962	Downstream peptide RNA	Downstream-peptide
87961	Downstream peptide RNA	Downstream-peptide
87960	Downstream peptide RNA	Downstream-peptide
87967	Downstream peptide RNA	Downstream-peptide
87966	Downstream peptide RNA	Downstream-peptide
87965	Downstream peptide RNA	Downstream-peptide
87964	Downstream peptide RNA	Downstream-peptide
55347	23S	23S
55342	23S	23S
6796	16S	16S
6797	16S	16S
6794	16S	16S
6795	16S	16S
6792	16S	16S
6793	16S	16S
6790	16S	16S
6791	16S	16S
6798	16S	16S
6799	16S	16S
54249	tRNA	tRNA
100368	Bacterial sRNA	SpF25_sRNA
82105	Pseudoknot Forming RNA	PK-G12rRNA
100369	Bacterial sRNA	SpF25_sRNA
100716	snoRNA	GlsR21
45118	tRNA	tRNA
45119	tRNA	tRNA
100365	Bacterial sRNA	SpF22_sRNA
45110	tRNA	tRNA
45111	tRNA	tRNA
45112	tRNA	tRNA
45113	tRNA	tRNA
45114	tRNA	tRNA
45115	tRNA	tRNA
45116	tRNA	tRNA
45117	tRNA	tRNA
44249	tRNA	tRNA
44248	tRNA	tRNA
44243	tRNA	tRNA
44242	tRNA	tRNA
44241	tRNA	tRNA
44240	tRNA	tRNA
44247	tRNA	tRNA
44246	tRNA	tRNA
44245	tRNA	tRNA
44244	tRNA	tRNA
42838	tRNA	tRNA
42839	tRNA	tRNA
100362	Bacterial sRNA	SpF22_sRNA
42832	tRNA	tRNA
42833	tRNA	tRNA
42830	tRNA	tRNA
42831	tRNA	tRNA
42836	tRNA	tRNA
42837	tRNA	tRNA
42834	tRNA	tRNA
42835	tRNA	tRNA
24713	tRNA	tRNA
66776	Ribozyme	Hammerhead_1
48260	tRNA	tRNA
66775	Ribozyme	Hammerhead_1
66774	Ribozyme	Hammerhead_1
66773	Ribozyme	Hammerhead_1
66772	Ribozyme	Hammerhead_1
66771	Ribozyme	Hammerhead_1
66770	Ribozyme	Hammerhead_1
99	16S	16S
98	16S	16S
91	16S	16S
90	16S	16S
93	16S	16S
92	16S	16S
95	16S	16S
94	16S	16S
97	16S	16S
96	16S	16S
50641	tRNA	tRNA
48262	tRNA	tRNA
17751	16S	16S
66779	Ribozyme	Hammerhead_1
70488	snoRNA	snoZ13_snr52
70489	snoRNA	snoZ13_snr52
70486	snoRNA	snoZ13_snr52
70487	snoRNA	snoZ13_snr52
70484	snoRNA	snoZ13_snr52
70485	snoRNA	snoZ13_snr52
70482	snoRNA	snoZ13_snr52
70483	snoRNA	snoZ13_snr52
70480	snoRNA	snoZ13_snr52
70481	snoRNA	snoZ13_snr52
33506	tRNA	tRNA
33507	tRNA	tRNA
33504	tRNA	tRNA
33505	tRNA	tRNA
33502	tRNA	tRNA
33503	tRNA	tRNA
33500	tRNA	tRNA
33501	tRNA	tRNA
71751	snoRNA	SNORA13
71750	snoRNA	SNORA13
71753	snoRNA	SNORA13
71752	snoRNA	SNORA13
71755	snoRNA	SNORA13
71754	snoRNA	SNORA13
71757	snoRNA	SNORA13
71756	snoRNA	SNORA13
41565	tRNA	tRNA
41564	tRNA	tRNA
41567	tRNA	tRNA
41566	tRNA	tRNA
41561	tRNA	tRNA
41560	tRNA	tRNA
41563	tRNA	tRNA
41562	tRNA	tRNA
17827	16S	16S
17826	16S	16S
17825	16S	16S
17824	16S	16S
41569	tRNA	tRNA
41568	tRNA	tRNA
17821	16S	16S
17820	16S	16S
87109	Clostridiales-1 RNA	Clostridiales-1
87108	Clostridiales-1 RNA	Clostridiales-1
87101	Clostridiales-1 RNA	Clostridiales-1
87100	Clostridiales-1 RNA	Clostridiales-1
87103	Clostridiales-1 RNA	Clostridiales-1
87102	Clostridiales-1 RNA	Clostridiales-1
87105	Clostridiales-1 RNA	Clostridiales-1
87104	Clostridiales-1 RNA	Clostridiales-1
87107	Clostridiales-1 RNA	Clostridiales-1
87106	Clostridiales-1 RNA	Clostridiales-1
68260	snoRNA	SNORA16
29819	tRNA	tRNA
29818	tRNA	tRNA
29817	tRNA	tRNA
29816	tRNA	tRNA
29815	tRNA	tRNA
29814	tRNA	tRNA
29813	tRNA	tRNA
29812	tRNA	tRNA
29811	tRNA	tRNA
29810	tRNA	tRNA
3438	16S	16S
79844	miRNA	mir-384
89651	Riboswitch	SAM-I-IV-variant
84779	snoRNA	S_pombe_snR35
79842	miRNA	mir-384
7188	16S	16S
3430	16S	16S
89650	Riboswitch	SAM-I-IV-variant
3431	16S	16S
7180	16S	16S
7181	16S	16S
7182	16S	16S
7183	16S	16S
7184	16S	16S
84775	snoRNA	S_pombe_snR10
7186	16S	16S
7187	16S	16S
94869	snoRNA	TB10Cs2H2
84774	snoRNA	S_pombe_snR10
3434	16S	16S
82136	Pseudoknot Forming RNA	PK-G12rRNA
79848	miRNA	mir-384
82058	Pseudoknot Forming RNA	PK-G12rRNA
82059	Pseudoknot Forming RNA	PK-G12rRNA
89657	Riboswitch	SAM-I-IV-variant
3436	16S	16S
82050	Pseudoknot Forming RNA	PK-G12rRNA
82051	Pseudoknot Forming RNA	PK-G12rRNA
82052	Pseudoknot Forming RNA	PK-G12rRNA
3437	16S	16S
82054	Pseudoknot Forming RNA	PK-G12rRNA
82055	Pseudoknot Forming RNA	PK-G12rRNA
82056	Pseudoknot Forming RNA	PK-G12rRNA
82057	Pseudoknot Forming RNA	PK-G12rRNA
95942	Group II intron	group-II-D1D4-2
70521	snoRNA	snoJ26
95940	Group II intron	group-II-D1D4-2
95941	Group II intron	group-II-D1D4-2
17757	16S	16S
95947	Group II intron	group-II-D1D4-2
95944	Group II intron	group-II-D1D4-2
70520	snoRNA	snoZ13_snr52
95948	Group II intron	group-II-D1D4-2
95949	Group II intron	group-II-D1D4-2
70523	snoRNA	snoJ26
89656	Riboswitch	SAM-I-IV-variant
70522	snoRNA	snoJ26
70525	snoRNA	snoJ26
87428	Cyano-1 RNA	Cyano-1
70524	snoRNA	snoJ26
65080	VA RNA	VA
65081	VA RNA	VA
65082	VA RNA	VA
65083	VA RNA	VA
65084	VA RNA	VA
70527	snoRNA	snoZ112
65086	VA RNA	VA
65087	VA RNA	VA
65088	VA RNA	VA
65089	VA RNA	VA
70526	snoRNA	snoZ112
77768	miRNA	mir-223
89655	Riboswitch	SAM-I-IV-variant
70529	snoRNA	snoZ112
31910	tRNA	tRNA
70528	snoRNA	snoZ112
53568	tRNA	tRNA
89654	Riboswitch	SAM-I-IV-variant
57963	RPRNA	RPRNA
4842	16S	16S
2038	16S	16S
31919	tRNA	tRNA
76495	Viral RNA	U4atac
53569	tRNA	tRNA
31918	tRNA	tRNA
57960	RPRNA	RPRNA
81509	ATPC RNA motif	ATPC
81508	ATPC RNA motif	ATPC
13618	16S	16S
13619	16S	16S
74490	Riboswitch	Prion_pknot
81503	ATPC RNA motif	ATPC
13615	16S	16S
13616	16S	16S
81500	ATPC RNA motif	ATPC
81507	ATPC RNA motif	ATPC
13611	16S	16S
13612	16S	16S
13613	16S	16S
11289	16S	16S
11288	16S	16S
96419	miRNA	mir-720
96418	miRNA	mir-720
11281	16S	16S
11280	16S	16S
11283	16S	16S
11282	16S	16S
11285	16S	16S
11284	16S	16S
11287	16S	16S
11286	16S	16S
56824	snoRNA	srpRNA
56825	snoRNA	srpRNA
56826	snoRNA	srpRNA
56827	snoRNA	srpRNA
56820	snoRNA	srpRNA
38769	tRNA	tRNA
56822	snoRNA	srpRNA
56823	snoRNA	srpRNA
74496	Riboswitch	Prion_pknot
56828	snoRNA	srpRNA
56829	snoRNA	srpRNA
87429	Cyano-1 RNA	Cyano-1
76492	Viral RNA	U4atac
90819	glnA RNA	glnA
90818	glnA RNA	glnA
90813	glnA RNA	glnA
57967	RPRNA	RPRNA
90811	glnA RNA	glnA
90810	glnA RNA	glnA
90817	glnA RNA	glnA
90816	glnA RNA	glnA
90815	glnA RNA	glnA
90814	glnA RNA	glnA
16392	5S	5S
16393	5S	5S
16390	5S	5S
16391	5S	5S
16396	5S	5S
16397	5S	5S
16394	5S	5S
16395	5S	5S
85118	Pseudoknot Forming RNA	ALIL
16398	5S	5S
16399	5S	5S
200	16S	16S
91083	glnA RNA	glnA
57965	RPRNA	RPRNA
91082	glnA RNA	glnA
98461	rsmX	rsmX
91081	glnA RNA	glnA
42483	tRNA	tRNA
42482	tRNA	tRNA
42481	tRNA	tRNA
42480	tRNA	tRNA
42487	tRNA	tRNA
42486	tRNA	tRNA
42485	tRNA	tRNA
42484	tRNA	tRNA
91087	glnA RNA	glnA
42489	tRNA	tRNA
42488	tRNA	tRNA
91086	glnA RNA	glnA
48229	tRNA	tRNA
48228	tRNA	tRNA
48225	tRNA	tRNA
48224	tRNA	tRNA
48227	tRNA	tRNA
48226	tRNA	tRNA
48221	tRNA	tRNA
48220	tRNA	tRNA
48223	tRNA	tRNA
48222	tRNA	tRNA
53560	tRNA	tRNA
99508	Bacterial sRNA	ar15
99509	Bacterial sRNA	ar15
99506	Bacterial sRNA	ar15
99507	Bacterial sRNA	ar15
99504	Bacterial sRNA	ar15
99505	Bacterial sRNA	ar15
99502	Bacterial sRNA	ar15
91089	glnA RNA	glnA
99500	Bacterial sRNA	ar15
90713	glnA RNA	glnA
16936	16S	16S
16937	16S	16S
16934	16S	16S
16935	16S	16S
16932	16S	16S
16933	16S	16S
16930	16S	16S
16931	16S	16S
100942	Pyrrolysine insertion sequence mttB	PYLIS_3
16938	16S	16S
16939	16S	16S
100943	Pyrrolysine insertion sequence mttB	PYLIS_3
100944	Pyrrolysine insertion sequence mttB	PYLIS_3
2274	16S	16S
100945	Pyrrolysine insertion sequence mttB	PYLIS_3
99664	Bacterial sRNA	BjrC1505
100946	Pyrrolysine insertion sequence mttB	PYLIS_3
100947	Pyrrolysine insertion sequence mttB	PYLIS_3
95160	miRNA	mir-1937
95161	miRNA	mir-1937
95162	miRNA	mir-1937
95163	miRNA	mir-1937
53508	tRNA	tRNA
10579	16S	16S
95166	miRNA	mir-1937
95167	miRNA	mir-1937
53504	tRNA	tRNA
53505	tRNA	tRNA
53506	tRNA	tRNA
53507	tRNA	tRNA
10570	16S	16S
53501	tRNA	tRNA
53502	tRNA	tRNA
10573	16S	16S
49796	tRNA	tRNA
63278	RprA RNA	RprA
49794	tRNA	tRNA
21425	tRNA	tRNA
49792	tRNA	tRNA
49793	tRNA	tRNA
49790	tRNA	tRNA
49791	tRNA	tRNA
63271	RprA RNA	RprA
63270	MicF RNA	MicF
63273	RprA RNA	RprA
63272	RprA RNA	RprA
63275	RprA RNA	RprA
63274	RprA RNA	RprA
63277	RprA RNA	RprA
63276	RprA RNA	RprA
53564	tRNA	tRNA
95815	Group II intron	group-II-D1D4-1
58686	5S	5S
58687	5S	5S
58684	5S	5S
58685	5S	5S
58682	5S	5S
58683	5S	5S
58680	5S	5S
58681	5S	5S
53565	tRNA	tRNA
58688	5S	5S
58689	5S	5S
38767	tRNA	tRNA
99660	Bacterial sRNA	BjrC174
33937	tRNA	tRNA
18311	5S	5S
33935	tRNA	tRNA
50088	tRNA	tRNA
24550	tRNA	tRNA
24553	tRNA	tRNA
33934	tRNA	tRNA
24555	tRNA	tRNA
24554	tRNA	tRNA
24557	tRNA	tRNA
24556	tRNA	tRNA
50080	tRNA	tRNA
33933	tRNA	tRNA
50082	tRNA	tRNA
50083	tRNA	tRNA
50084	tRNA	tRNA
50085	tRNA	tRNA
50086	tRNA	tRNA
50087	tRNA	tRNA
33931	tRNA	tRNA
62213	tmRNA	tmRNA
18317	5S	5S
72138	snoRNA	SNORA9
34300	tRNA	tRNA
34303	tRNA	tRNA
34302	tRNA	tRNA
34305	tRNA	tRNA
34304	tRNA	tRNA
34307	tRNA	tRNA
34306	tRNA	tRNA
72130	snoRNA	SNORA9
72131	snoRNA	SNORA9
72132	snoRNA	SNORA9
72133	snoRNA	SNORA9
72134	snoRNA	SNORA9
72135	snoRNA	SNORA9
72136	snoRNA	SNORA9
72137	snoRNA	SNORA9
73669	Potassium channel RNA editing signal	K_chan_RES
73668	internal ribosome entry site RNA	IRES_Cx32
73663	internal ribosome entry site RNA	IRES_Cx32
73662	internal ribosome entry site RNA	IRES_IGF2
73661	internal ribosome entry site RNA	IRES_IGF2
38764	tRNA	tRNA
73667	internal ribosome entry site RNA	IRES_Cx32
73666	internal ribosome entry site RNA	IRES_Cx32
73665	internal ribosome entry site RNA	IRES_Cx32
73664	internal ribosome entry site RNA	IRES_Cx32
101015	miRNA	mir-393
101014	miRNA	mir-393
101017	miRNA	mir-393
55102	16S	16S
55103	16S	16S
55100	16S	16S
55101	16S	16S
55106	16S	16S
55107	16S	16S
55104	16S	16S
55105	16S	16S
93320	Bacterial sRNA	ffh
55108	16S	16S
55109	16S	16S
93321	Bacterial sRNA	ffh
101013	miRNA	mir-393
11817	16S	16S
101012	miRNA	mir-393
95619	Group II intron	group-II-D1D4-1
19033	5S	5S
87424	Cyano-1 RNA	Cyano-1
11810	16S	16S
91558	livK RNA	livK
95573	Selenocysteine insertion sequence 4	SECIS_4
11811	16S	16S
60846	RNA Fragment	RNaseP_bact_a
98664	Bacterial sRNA	sX7
98665	Bacterial sRNA	sX7
98666	Bacterial sRNA	sX7
98667	Bacterial sRNA	sX7
98660	Bacterial sRNA	sX6
98661	Bacterial sRNA	sX6
98662	Bacterial sRNA	sX6
98663	Bacterial sRNA	sX7
51843	tRNA	tRNA
98668	Bacterial sRNA	sX7
98669	Bacterial sRNA	sX7
9964	16S	16S
9965	16S	16S
9966	16S	16S
9967	16S	16S
56459	snoRNA	srpRNA
56458	snoRNA	srpRNA
9962	16S	16S
9963	16S	16S
56455	snoRNA	srpRNA
56454	snoRNA	srpRNA
56457	snoRNA	srpRNA
56456	snoRNA	srpRNA
56451	snoRNA	srpRNA
56450	snoRNA	srpRNA
56453	snoRNA	srpRNA
56452	snoRNA	srpRNA
93498	Bacterial sRNA	frnS
99954	Bacterial sRNA	sau-50
101	16S	16S
51841	tRNA	tRNA
87425	Cyano-1 RNA	Cyano-1
87320	Cyano-1 RNA	Cyano-1
74236	serC leader	serC
84108	Bacterial sRNA	STnc490k
84109	Bacterial sRNA	STnc490k
51847	tRNA	tRNA
3688	16S	16S
3683	16S	16S
3682	16S	16S
84102	Bacterial sRNA	STnc440
84103	Bacterial sRNA	STnc440
84104	Bacterial sRNA	STnc440
3686	16S	16S
84106	Bacterial sRNA	STnc490k
84107	Bacterial sRNA	STnc490k
74028	Viral RNA	Corona_FSE
64928	snoRNA	U8
64929	snoRNA	U8
64924	snoRNA	U8
64925	snoRNA	U8
64926	snoRNA	U8
64927	snoRNA	U8
64920	snoRNA	U8
64921	snoRNA	U8
64922	snoRNA	U8
64923	snoRNA	U8
51846	tRNA	tRNA
75070	Spliceosomal RNA	U11
75071	Spliceosomal RNA	U11
75072	Spliceosomal RNA	U11
75073	Spliceosomal RNA	U11
75074	Spliceosomal RNA	U11
75075	Spliceosomal RNA	U11
75076	Spliceosomal RNA	U11
75077	Spliceosomal RNA	U11
75078	Spliceosomal RNA	U11
75079	Spliceosomal RNA	U11
36790	tRNA	tRNA
53974	tRNA	tRNA
36792	tRNA	tRNA
36793	tRNA	tRNA
53971	tRNA	tRNA
36795	tRNA	tRNA
36796	tRNA	tRNA
36797	tRNA	tRNA
36798	tRNA	tRNA
36799	tRNA	tRNA
53979	tRNA	tRNA
53978	tRNA	tRNA
14642	16S	16S
14643	16S	16S
14640	16S	16S
14641	16S	16S
14646	16S	16S
14647	16S	16S
14644	16S	16S
14645	16S	16S
14648	16S	16S
14649	16S	16S
11806	16S	16S
83459	snoRNA	snoU25
83458	snoRNA	snoU25
83453	snoRNA	snoU85
83452	snoRNA	snoU85
83451	snoRNA	snoU85
83450	snoRNA	snoU85
83457	snoRNA	sR40
83456	snoRNA	sR40
83455	snoRNA	snoU85
83454	snoRNA	snoU85
18099	5S	5S
18098	5S	5S
18093	5S	5S
18092	5S	5S
18091	5S	5S
18090	5S	5S
18097	5S	5S
18096	5S	5S
18095	5S	5S
18094	5S	5S
38198	tRNA	tRNA
38199	tRNA	tRNA
27804	tRNA	tRNA
27805	tRNA	tRNA
27802	tRNA	tRNA
27803	tRNA	tRNA
27800	tRNA	tRNA
27801	tRNA	tRNA
38190	tRNA	tRNA
41349	tRNA	tRNA
38192	tRNA	tRNA
38193	tRNA	tRNA
38194	tRNA	tRNA
38195	tRNA	tRNA
